timestamp,isolation_forest_pred,anomaly_score,log_entry
1741183544.0,0,0.04194528669178771,"﻿2025-03-05 14:05:44, Info                  CBS    TI: --- Initializing Trusted Installer ---"
1741183544.0,1,-0.023266301214420082,"2025-03-05 14:05:44, Info                  CBS    TI: Last boot time: 2024-12-31 10:10:34.954"
1741183544.0,0,0.047533589934805665,"2025-03-05 14:05:44, Info                  CBS    TrustedInstaller terminated with pending operations."
1741183544.0,0,0.04329622140045575,"2025-03-05 14:05:44, Info                  CBS    Starting TrustedInstaller initialization."
1741183544.0,0,0.040078918387275786,"2025-03-05 14:05:44, Info                  CBS    Lock: New lock added: CCbsPublicSessionClassFactory, level: 30, total lock:4"
1741183544.0,0,0.040078918387275786,"2025-03-05 14:05:44, Info                  CBS    Lock: New lock added: CCbsPublicSessionClassFactory, level: 30, total lock:5"
1741183544.0,0,0.030634717005892598,"2025-03-05 14:05:44, Info                  CBS    Lock: New lock added: WinlogonNotifyLock, level: 8, total lock:6"
1741183544.0,0,0.049979319409913237,"2025-03-05 14:05:44, Info                  CBS    Ending TrustedInstaller initialization."
1741183544.0,0,0.05611348473240979,"2025-03-05 14:05:44, Info                  CBS    Starting the TrustedInstaller main loop."
1741183544.0,0,0.051159622372775826,"2025-03-05 14:05:44, Info                  CBS    TrustedInstaller service starts successfully."
1741183545.0,0,0.030749451368843272,"2025-03-05 14:05:45, Info                  CBS    Winlogon: Registering for CreateSession notifications"
1741183545.0,0,0.05097875760033277,"2025-03-05 14:05:45, Info                  CBS    Winlogon: Loading SysNotify DLL"
1741183545.0,0,0.049791838432230895,"2025-03-05 14:05:45, Info                  CBS    Winlogon: Starting notify server"
1741183545.0,1,-0.06044866673181787,"2025-03-05 14:05:45, Info                  CBS    TI: started and RebootPending volatile key indicates that a reboot is pending, skip startup processing."
1741183545.0,0,0.05642036303033926,"2025-03-05 14:05:45, Info                  CBS    TI: Startup Processing completes, release startup processing lock."
1741183546.0,0,0.05025411758294934,"2025-03-05 14:05:46, Info                  CBS    Starting TiWorker initialization."
1741183546.0,0,0.03886746978330019,"2025-03-05 14:05:46, Info                  CBS    Lock: New lock added: TiWorkerClassFactory, level: 30, total lock:2"
1741183546.0,0,0.047466589563466166,"2025-03-05 14:05:46, Info                  CBS    Ending TiWorker initialization."
1741183546.0,0,0.040960547711090645,"2025-03-05 14:05:46, Info                  CBS    Starting the TiWorker main loop."
1741183546.0,0,0.05024772169814634,"2025-03-05 14:05:46, Info                  CBS    TiWorker starts successfully."
1741183546.0,0,0.025564063090593003,"2025-03-05 14:05:46, Info                  CBS    Lock: New lock added: CCbsWorker, level: 5, total lock:3"
1741183546.0,0,0.0004786428192124492,"2025-03-05 14:05:46, Info                  CBS    Universal Time is: 2025-03-05 08:35:46.917"
1741183546.0,1,-0.018122662143411017,"2025-03-05 14:05:46, Info                  CBS    Loaded Servicing Stack v10.0.22621.5015 with Core: C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.22621.5015_none_e970f34042c06ddb\cbscore.dll"
1741183546.0,1,-0.021105454240186783,"2025-03-05 14:05:46, Info                  CBS    Build: 22621.1.amd64fre.ni_release.220506-1250"
1741183546.0,1,-0.09277086501999937,"2025-03-05 14:05:46, Info                  CSI    00000001@2025/3/5:08:35:46.917 WcpInitialize: wcp.dll version 10.0.22621.5015 (WinBuild.160101.0800)"
1741183546.0,0,0.03153741473164051,"2025-03-05 14:05:46, Info                  CBS    TurboContainer load Successful"
1741183546.0,0,0.03809894901145522,"2025-03-05 14:05:46, Info                  CBS    Lock: New lock added: CCbsSessionManager, level: 11, total lock:9"
1741183546.0,0,0.04080499076655303,"2025-03-05 14:05:46, Info                  CBS    Lock: New lock added: CSIInventoryCriticalSection, level: 64, total lock:10"
1741183547.0,0,0.037483241775549514,"2025-03-05 14:05:47, Info                  CBS    Virtual Edition: Microsoft-Windows-EnterpriseEdition will be mapped to: Microsoft-Windows-ProfessionalEdition"
1741183547.0,0,0.04444906605699722,"2025-03-05 14:05:47, Info                  CBS    Session: 31165865_2544550856 initialized by client LanguageResourceClientId, external staging directory: (null)"
1741183547.0,0,0.037483241775549514,"2025-03-05 14:05:47, Info                  CBS    Virtual Edition: Microsoft-Windows-EnterpriseEdition will be mapped to: Microsoft-Windows-ProfessionalEdition"
1741183547.0,0,0.04444906605699722,"2025-03-05 14:05:47, Info                  CBS    Session: 31165865_2544550857 initialized by client LanguageResourceClientId, external staging directory: (null)"
1741183547.0,0,0.03696367659520894,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.1, state: Staged"
1741183547.0,0,0.03698719710218962,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.1, state: Staged"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.035283898835989036,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.03696367659520894,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.1, state: Staged"
1741183547.0,0,0.03698719710218962,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.1, state: Staged"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.035283898835989036,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-US~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.033783508984415844,"2025-03-05 14:05:47, Info                  CBS    Skip FODs not currently installed: Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~amd64~en-GB~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.036852096412497426,"2025-03-05 14:05:47, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-Windows-Accessibility-Braille-Package~31bf3856ad364e35~amd64~~10.0.22621.1, applicable state: Installed"
1741183547.0,1,-0.09520488705706703,"2025-03-05 14:05:47, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-Holographic-Desktop-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Parent: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183547.0,0,0.012665727079958167,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~10.0.22621.1, state: Staged"
1741183547.0,0,0.0174891786052514,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.017674365932119906,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.016320251220501403,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~10.0.22621.5015, state: Installed"
1741183547.0,0,0.03348552365977042,"2025-03-05 14:05:47, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-Windows-Holographic-Desktop-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, applicable state: Installed"
1741183547.0,1,-0.04473426778479078,"2025-03-05 14:05:47, Info                  CBS    Appl: Higher version found for package: Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~amd64~~10.0.22621.1, superseded. (Version on system:Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~amd64~~10.0.22621.5015)"
1741183547.0,0,0.043252592339374174,"2025-03-05 14:05:47, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-Windows-StepsRecorder-Package~31bf3856ad364e35~amd64~~10.0.22621.1, applicable state: Superseded"
1741183547.0,1,-0.08717064411336567,"2025-03-05 14:05:47, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-WirelessDisplay-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Parent: Microsoft-Windows-EditionSpecific-EnterpriseS-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183547.0,0,0.03764756973490757,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: no parent found, go absent"
1741183547.0,1,-0.08945209851116048,"2025-03-05 14:05:47, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-WirelessDisplay-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Parent: Microsoft-Windows-EditionSpecific-EnterpriseSEval-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183547.0,0,0.03764756973490757,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: no parent found, go absent"
1741183547.0,1,-0.09248317088540442,"2025-03-05 14:05:47, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-WirelessDisplay-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Parent: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183547.0,0,0.023541159935474065,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.22621.1, state: Staged"
1741183547.0,0,0.025466041740141554,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.22621.4580, state: Superseded"
1741183547.0,0,0.02613276693969513,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.22621.4655, state: Superseded"
1741183547.0,0,0.026506578779102175,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-RegulatedPackages-Package~31bf3856ad364e35~amd64~~10.0.22621.5015, state: Installed"
1741183547.0,0,0.03702728746161227,"2025-03-05 14:05:47, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-Windows-WirelessDisplay-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, applicable state: Installed"
1741183547.0,1,-0.09387094254857659,"2025-03-05 14:05:47, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-InternetExplorer-Optional-Package~31bf3856ad364e35~amd64~~11.0.22621.1, Parent: Microsoft-Windows-Server-Shell-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183547.0,0,0.03764756973490757,"2025-03-05 14:05:47, Info                  CBS    Appl: detectParent: no parent found, go absent"
1741183548.0,1,-0.08949425510528458,"2025-03-05 14:05:48, Info                  CBS    Appl: detect Parent, Package: Microsoft-Windows-InternetExplorer-Optional-Package~31bf3856ad364e35~amd64~~11.0.22621.1, Parent: Microsoft-Windows-Foundation-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183548.0,0,0.021260892845711588,"2025-03-05 14:05:48, Info                  CBS    Appl: detectParent: parent found: Microsoft-Windows-Foundation-Package~31bf3856ad364e35~amd64~~10.0.22621.1, state: Installed"
1741183548.0,1,-0.046558260638963345,"2025-03-05 14:05:48, Info                  CBS    Appl: Higher version found for package: Microsoft-Windows-InternetExplorer-Optional-Package~31bf3856ad364e35~amd64~~11.0.22621.1, superseded. (Version on system:Microsoft-Windows-InternetExplorer-Optional-Package~31bf3856ad364e35~amd64~~11.0.22621.5015)"
1741183548.0,0,0.03183855330504509,"2025-03-05 14:05:48, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-Windows-InternetExplorer-Optional-Package~31bf3856ad364e35~amd64~~11.0.22621.1, applicable state: Superseded"
1741183548.0,0,0.040197202129993115,"2025-03-05 14:05:48, Info                  CBS    Appl: Evaluating package applicability for package Microsoft-OneCore-DirectX-Database-FOD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, applicable state: Installed"
1741183548.0,1,-0.09316262657822932,"2025-03-05 14:05:48, Info                  CBS    Appl: detect Parent, Package: Downlevel-NLS-Sorting-Versions-Server-FoD-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Parent: Microsoft-Windows-ServerCore-Package~31bf3856ad364e35~amd64~~10.0.22621.1, Disposition = Detect, VersionComp: EQ, BuildComp: GE, RevisionComp: GE, Exist: present"
1741183548.0,0,0.03764756973490757,"2025-03-05 14:05:48, Info                  CBS    Appl: detectParent: no parent found, go absent"
